,YEAR,ROUND,HSEED,HTEAM,fav_prob,upset_prob,LSEED,LTEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB
18,2023,1,1,Houston,81.10%,18.90%,5,Duke,0,5,5.4,-4.4,0.0715,1.6,-3.8,-2.9,5.4,0.9,1.5,-2.3,11.7,1.8,-3.6,0.9,-2.6,-1.9,4.1
19,2023,1,1,Houston,88.47%,11.53%,5,Miami FL,2,6,-0.2,-12.8,0.1222,-2.3,-8.8,-1.1,3.9,5.1,-1.6,-1.5,11.7,-1.7,-8.7,-2.3,-5.8,-5.5,4.9
20,2023,1,1,Houston,94.40%,5.60%,6,Creighton,1,10,3.6,-4.1,0.0517,-1.6,-4.8,-1.3,7.7,11.6,4.1,0.4,16,-1.3,-2.5,-1.5,-6.3,-4.6,6.5
21,2023,1,1,Houston,91.67%,8.33%,6,Iowa State,2,12,8.4,-1.7,0.0696,2,-7.6,-4.5,-3.1,3.2,0.8,0.7,-4.2,2.5,-6.5,0.6,-6,-0.9,5.7
22,2023,1,1,Houston,89.71%,10.29%,6,TCU,1,10,6,-4.7,0.082,2.5,-5.3,-1.8,0.1,4.7,-3.3,-5.4,6.1,1.3,-6,3.9,-2.6,-6.5,5.8
23,2023,1,1,Houston,94.05%,5.95%,6,Kentucky,2,10,1.4,-9.3,0.0916,1.5,-6.3,-2,5.2,-1.6,1.9,-4,5.9,2.8,-5.2,-0.9,-5.3,-2.7,6.4
24,2023,1,1,Houston,85.45%,14.55%,7,Texas A&M,0,6,3.1,-5.2,0.0587,3.7,-5.4,-3,0.9,0.4,-3,-17.4,0.7,4.2,-4.3,1.7,-4.5,-2.9,4.3
25,2023,1,1,Houston,97.79%,2.21%,7,Michigan State,3,12,5.2,-6.6,0.0985,1.1,-5.6,-1.1,7.3,9.7,2.2,2.7,7.2,5.5,-5.5,-5,-3.7,-1.6,6
26,2023,1,1,Houston,94.64%,5.36%,7,Northwestern,2,10,9.6,-3.6,0.1105,5.5,-5.9,0.5,0.3,8.8,0.1,-1.2,4.2,6.7,-3.5,2.4,-6.1,-1.7,6.9
27,2023,1,1,Houston,72.81%,27.19%,7,Missouri,1,7,-0.3,-14.7,0.1516,-2.4,-9.8,-0.7,-2.3,10.3,-9.9,-1,0.6,-2.7,-8.6,-1.6,-7.6,-6,4.4
28,2023,1,1,Houston,80.64%,19.36%,8,Memphis,0,5,2.6,-5.4,0.0569,-0.5,-4.3,-3.1,1.1,6.1,-4.9,-7.4,0.9,0.1,-4.1,-1.1,-3,-8.2,3.3
29,2023,1,1,Houston,94.50%,5.50%,8,Arkansas,1,11,5.8,-3.4,0.0637,0.7,-4,-3,1.6,6.6,-0.8,-10.3,-3.1,-0.6,-3.8,2.8,-2.8,-6.3,7.5
30,2023,1,1,Houston,91.55%,8.45%,8,Maryland,1,10,5,-6.6,0.0959,1.6,-5.4,-0.9,3.6,6.9,0.2,-5.3,8,1.2,-4.6,1.5,-4.3,-1.4,7.6
31,2023,1,1,Houston,94.52%,5.48%,8,Iowa,2,12,-2.4,-14.8,0.1221,0.8,-10.8,1.2,3.5,4.9,-0.2,-4.1,12.4,1.1,-9.5,0.2,-8.8,-6.3,8.2
32,2023,1,1,Houston,93.58%,6.42%,9,West Virginia,1,12,0.8,-7.7,0.0649,1,-8.2,-3.2,1.1,3.4,-1.9,-11.2,-2.7,1.9,-7.4,-0.3,-6.3,-5.4,6.6
33,2023,1,1,Houston,95.08%,4.92%,9,Auburn,2,11,5.1,-4.9,0.0749,3.1,-3.1,-2.8,2.7,3.8,-4.6,-7,-3.3,2.2,-3.8,3.1,-1,-4.4,6.9
34,2023,1,1,Houston,74.27%,25.73%,9,Florida Atlantic,0,0,5.4,-6.5,0.1004,-2.3,-3.4,-1.4,3.7,6.7,2.9,-1,9.1,-1.1,-1.7,-2.7,-4.2,-4.9,4.1
35,2023,1,1,Houston,95.52%,4.48%,9,Illinois,2,11,8.1,-6.3,0.1344,1.1,-4.4,-2.9,3.4,4.8,0.6,-5.3,6.2,-2.1,-2.2,3.6,-5.8,-6.4,7.7
36,2023,1,1,Houston,89.23%,10.77%,10,Utah State,0,5,1,-8.6,0.0779,-2.9,-5.3,-2.1,6.2,9.7,2.6,-7,5.6,-0.9,-2.8,-4,-6.5,-5.5,4.5
37,2023,1,1,Houston,93.02%,6.98%,10,Boise State,1,7,7.8,-4.4,0.0993,0.8,-4.8,-1.4,4.3,10.7,3.6,-2.2,8.4,2.5,-4.7,-1.5,-3.2,-3.2,5.5
38,2023,1,1,Houston,94.02%,5.98%,10,USC,2,9,5.6,-8.1,0.1275,1.4,-2.7,-2.8,3.9,8.1,-5.6,-5.3,6,2.1,0.7,0,-5.6,-4.9,6.3
39,2023,1,1,Houston,85.04%,14.96%,10,Penn State,-1,9,1.3,-12,0.1289,-2.8,-6.7,1.6,8.9,18.3,2.3,7.1,9.9,-0.3,-5.7,-4,-5.5,-1.3,7
40,2023,1,1,Houston,88.82%,11.18%,11,North Carolina State,1,8,4.1,-10.2,0.14,0.9,-7.3,1.7,2.9,6.4,0.8,3.2,1.8,1.7,-7.5,-0.4,-4.4,-6.1,7.5
41,2023,1,1,Houston,89.50%,10.50%,11,Mississippi State,1,10,14.1,-2.1,0.1536,5.8,-3.7,-4,0,1.9,-1.6,-6.1,8.2,2.7,-3.1,7.9,-3,-0.4,7.6
42,2023,1,1,Houston,95.03%,4.97%,11,Providence,2,10,2.5,-12.4,0.1545,1.2,-7.5,-1.6,5.1,1.9,0.7,-8.3,10.3,2.3,-6.5,-0.6,-6.1,-3.7,7.4
43,2023,1,1,Houston,97.33%,2.67%,11,Nevada,2,9,8,-7.6,0.1557,2.2,-6.5,0.1,3.3,14.2,2.3,-11,4.4,2.9,-6.2,0.7,-4.7,-2.7,7
44,2023,1,1,Houston,87.39%,12.61%,11,Arizona State,0,9,11.7,-5.2,0.1738,5.2,-3.9,-1.6,1.4,7.5,-4.4,-2.3,2.4,5.3,-0.7,3.1,-5.8,-5.1,7.1
45,2023,1,1,Houston,91.47%,8.53%,11,Pittsburgh,1,9,4.3,-14.1,0.2177,-0.5,-6.7,-1.1,5.3,6.7,-0.8,-3.9,5.2,0.5,-5.5,-1.5,-5.6,-4,8.9
46,2023,1,1,Houston,86.69%,13.31%,12,Drake,0,4,7.5,-6.8,0.1344,-0.4,-4.8,-0.2,4.3,12.8,5,-0.3,9.1,1.3,-4.4,-2.2,-3.4,-3.1,8.6
47,2023,1,1,Houston,80.44%,19.56%,12,VCU,0,4,12.1,-4.1,0.1567,0.5,-4.5,-4.2,-2.1,8.1,-2.4,-13.3,5.3,0.9,-3.1,-0.2,-4.5,-4.8,7.3
48,2023,1,1,Houston,71.08%,28.92%,12,Oral Roberts,0,1,4.7,-11.6,0.1754,-3.4,-6,2.1,4.4,12.6,0,3.9,13.8,-3.4,-3.5,-2.5,-6.4,-7.2,6.4
49,2023,1,1,Houston,75.94%,24.06%,12,College of Charleston,0,0,7.9,-8.9,0.1786,1.2,-5.4,-1.4,2.7,2,1.9,-4.2,11.1,0.3,-6,1.2,-2.5,-7.9,6.6
50,2023,1,1,Houston,71.96%,28.04%,13,Iona,0,4,8.2,-8.6,0.1773,0.9,-3.4,0,1.1,5.1,-3.1,-0.5,4.6,2.4,-3.9,-1.5,-1.4,-5.4,9.9
51,2023,1,1,Houston,74.50%,25.50%,13,Kent State,0,3,10.5,-7.3,0.1937,1.4,-4.7,-1,-0.6,6.2,-2.8,-3.5,-3,1,-4.7,1.3,-3.1,-4.8,7.3
52,2023,1,1,Houston,90.48%,9.52%,13,Louisiana Lafayette,1,5,5.8,-12.9,0.2227,-0.3,-8.1,-2.2,3.9,3.3,1,-9.2,2,1,-6.1,-2.1,-8.1,-5.2,8.7
53,2023,1,1,Houston,78.69%,21.31%,13,Furman,0,4,4.4,-15.1,0.2414,-2.9,-8.1,-0.5,3.6,7.5,0.3,-6.2,4,-5.9,-8.1,0.1,-5.3,-5.2,10.3
54,2023,1,1,Houston,92.47%,7.53%,14,Montana State,0,6,12.6,-8.5,0.2665,1.8,-6.9,-2.3,1.9,11.4,1.9,-15.9,0.3,0.8,-4.9,2.5,-7,-3.1,11
55,2023,1,1,Houston,89.02%,10.98%,14,Kennesaw State,0,5,11.8,-11.5,0.3245,-0.2,-8.7,-2.6,2.4,9.6,1.6,-8,-0.4,1.9,-7.4,-2.6,-7,-5.3,9.6
56,2023,1,1,Houston,83.58%,16.42%,14,Grand Canyon,-1,7,6.2,-17,0.3278,-0.2,-4.7,-3.1,7,6.6,-2.9,-9.3,2.6,2.7,-3.7,-3.1,-4.2,-1.7,11.9
57,2023,1,1,Houston,82.52%,17.48%,14,UC Santa Barbara,0,4,7.2,-16.2,0.3329,-1.5,-7.3,-1.5,3.3,10.5,1.3,-6.4,6.6,-1.6,-5.8,-0.6,-6.7,-1.4,9.5
58,2023,1,1,Houston,93.13%,6.87%,15,Vermont,1,8,7.8,-12.9,0.2648,-2.2,-8.2,1.1,5.2,17.8,4.9,0.1,8.9,-2.3,-6.9,-1.7,-6.8,-1.4,12.1
59,2023,1,1,Houston,77.42%,22.58%,15,Colgate,0,5,5.7,-16.3,0.2979,-5.9,-9.4,0.4,4.4,12.2,3.3,0.9,15.5,-3.9,-8.4,-6.4,-7.1,-4.5,11.9
60,2023,1,1,Houston,99.26%,0.74%,15,Princeton,5,10,9.4,-13.1,0.3058,0.2,-5.5,-1.6,7.5,8.7,4.6,-3.7,6.5,-0.3,-4.1,0.5,-5.3,-4.2,11.5
61,2023,1,1,Houston,88.81%,11.19%,15,UNC Asheville,0,4,15.6,-13.2,0.4708,-1.2,-5.5,-4.7,4.1,11.3,-1.3,-12.8,9,1.8,-6,-4.3,-2.7,-5.1,10.1
62,2023,1,1,Houston,72.07%,27.93%,16,Northern Kentucky,0,9,15.1,-12.4,0.4367,2.9,-8.8,-2.2,-1.2,5.8,-5.4,1.1,5,5.5,-5.8,-0.7,-8.9,1.4,14.9
63,2023,1,1,Houston,91.76%,8.24%,16,Texas A&M Corpus Chris,1,8,12.1,-17.5,0.4958,1.5,-9.9,-2.7,1.1,4.6,-0.5,-5.9,-2.8,4.2,-11,-2.4,-5.5,-5.9,14.3
64,2023,1,1,Houston,85.42%,14.58%,16,Howard,0,9,15,-16.7,0.5502,0.7,-8.1,-7.5,1.3,3.3,-4.2,-4.3,1.2,3.3,-7.7,-2.7,-5.8,-5.7,15.6
65,2023,1,1,Houston,94.34%,5.66%,16,Southeast Missouri State,-1,12,17.9,-18.4,0.6659,2.7,-9.1,-2,3,11.8,-0.5,-9.8,-7.8,3.2,-7.7,1.2,-7.5,-8.9,19.8
66,2023,1,1,Houston,97.37%,2.63%,16,Texas Southern,0,17,21.8,-15.4,0.6924,6.5,-6.8,-5,3.5,7.8,-0.3,-6.4,-2.3,5.8,-5.6,5.8,-5.8,-6.1,21.7
67,2023,1,1,Houston,85.79%,14.21%,16,Fairleigh Dickinson,0,12,12.3,-28.7,0.7444,1.2,-13.3,-1,0.6,5.7,-1.5,0.6,1,1.8,-13,0.1,-9.1,-5.5,20.6
68,2023,1,1,Alabama,40.18%,59.82%,1,Purdue,0,0,-2.5,-4.9,0.0179,0.5,-5.7,2,0.6,-4.5,4.3,-0.5,13.5,0.5,-6.2,1.2,-3.3,8.6,1.4
69,2023,1,1,Alabama,43.19%,56.81%,1,Kansas,0,2,3.3,-3,0.0403,0.3,-5.6,1.5,-4.2,5.4,-0.7,6.9,1.6,1.7,-6,-0.6,-3.1,3.6,0.1
70,2023,1,1,Alabama,22.60%,77.40%,2,UCLA,0,0,3.4,0.9,0.0102,1.8,-5.3,3.7,-7.6,0.1,0,9.6,5.2,4.2,-5.6,-0.9,-3,6.4,2.1
71,2023,1,1,Alabama,38.20%,61.80%,2,Texas,0,3,1.1,-2.9,0.0253,0,-6.3,2.5,-6.8,5.5,-1.8,5.2,-1.7,0.8,-6,-0.1,-4.6,3.9,2.6
72,2023,1,1,Alabama,48.04%,51.96%,2,Arizona,0,1,-3.5,-7.1,0.0292,-4.1,-5.7,0.6,-0.9,2.7,1.4,0.2,6.8,-2,-4.7,-4.4,-4.7,0.3,3.1
73,2023,1,1,Alabama,20.23%,79.77%,2,Marquette,0,1,-2,-7.7,0.0447,-3.3,-9.6,3.8,-6.8,7.3,-4.5,9.6,3.8,-4.2,-8.8,-1,-7.1,4.1,3.1
74,2023,1,1,Alabama,42.33%,57.67%,3,Gonzaga,1,1,-8.2,-10.3,0.0241,-5.8,-10.2,4.4,-2.8,2.7,1.6,2.5,6.1,-4.4,-10,-4.6,-6.9,2.7,3.5
75,2023,1,1,Alabama,67.47%,32.53%,3,Baylor,2,7,-6.1,-11.4,0.0477,-0.4,-9.9,0.9,-3.9,-0.9,-3.5,-0.5,1.4,3.8,-12.1,-3.4,-4.1,5.7,4.9
76,2023,1,1,Alabama,50.18%,49.82%,3,Xavier,0,4,-2.2,-10.3,0.0704,-2.9,-8.9,1.5,-0.5,2,2.2,5.9,5.7,0.6,-7.5,-5.7,-7.8,2.3,5.5
77,2023,1,1,Alabama,77.98%,22.02%,3,Kansas State,2,6,5.4,-4.3,0.0752,1.2,-6,-1,-4.7,2.7,-1.6,-0.3,-3.9,2.8,-7.6,-0.2,-2,2.7,5.9
78,2023,1,1,Alabama,51.16%,48.84%,4,Tennessee,1,6,4.6,1.2,0.0149,2.4,-0.9,0.9,-6.2,-3,0.7,5.8,-2.1,3.6,-3.4,0.9,1.9,7.1,7.5
79,2023,1,1,Alabama,50.46%,49.54%,4,Connecticut,1,4,-2.8,-4.7,0.0151,-0.8,-4,0.1,-3.4,-5.4,1.4,5.3,-5.9,1.2,-4.6,-1.9,-1.9,5.7,5.6
80,2023,1,1,Alabama,68.98%,31.02%,4,Virginia,2,4,6.5,-5.2,0.1002,1.4,-6.8,5.3,-3.7,8.3,2.6,2.2,6.7,4.2,-5.3,-1.5,-5.9,11.3,6.6
81,2023,1,1,Alabama,68.01%,31.99%,4,Indiana,1,7,3.4,-8,0.1023,-1.1,-5.8,2.1,-0.3,5.8,-0.3,6.6,2.2,1.4,-4.5,-3.2,-5.1,4.6,7.3
82,2023,1,1,Alabama,54.39%,45.61%,5,Saint Mary's,1,3,3.8,-1.2,0.0286,0.2,-5.2,2.6,-3,0.7,5.8,5.5,2.5,3.6,-4.4,-2.9,-4.7,10.6,6.7
83,2023,1,1,Alabama,60.10%,39.90%,5,San Diego State,1,2,4,-1.2,0.0298,2.6,-6,1.4,-3.6,2.1,1.8,2.4,3.4,5.2,-8.7,-0.6,-1.1,6.6,4.1
84,2023,1,1,Alabama,43.91%,56.09%,5,Duke,0,3,4.2,-4.9,0.0694,1.6,-4.8,0.8,-0.6,-2.4,1.7,5.9,8.7,3.2,-5.5,0.2,-2.3,7.5,6.3
85,2023,1,1,Alabama,58.34%,41.66%,5,Miami FL,2,4,-1.4,-13.3,0.1201,-2.3,-9.8,2.6,-2.1,1.8,-1.4,6.7,8.7,-0.3,-10.6,-3,-5.5,3.9,7.1
86,2023,1,1,Alabama,75.46%,24.54%,6,Creighton,1,8,2.4,-4.6,0.0496,-1.6,-5.8,2.4,1.7,8.3,4.3,8.6,13,0.1,-4.4,-2.2,-6,4.8,8.7
87,2023,1,1,Alabama,66.75%,33.25%,6,Iowa State,2,10,7.2,-2.2,0.0675,2,-8.6,-0.8,-9.1,-0.1,1,8.9,-7.2,3.9,-8.4,-0.1,-5.7,8.5,7.9
88,2023,1,1,Alabama,61.40%,38.60%,6,TCU,1,8,4.8,-5.2,0.0799,2.5,-6.3,1.9,-5.9,1.4,-3.1,2.8,3.1,2.7,-7.9,3.2,-2.3,2.9,8
89,2023,1,1,Alabama,74.26%,25.74%,6,Kentucky,2,8,0.2,-9.8,0.0895,1.5,-7.3,1.7,-0.8,-4.9,2.1,4.2,2.9,4.2,-7.1,-1.6,-5,6.7,8.6
90,2023,1,1,Alabama,51.73%,48.27%,7,Texas A&M,0,4,1.9,-5.7,0.0566,3.7,-6.4,0.7,-5.1,-2.9,-2.8,-9.2,-2.3,5.6,-6.2,1,-4.2,6.5,6.5
91,2023,1,1,Alabama,88.98%,11.02%,7,Michigan State,3,10,4,-7.1,0.0964,1.1,-6.6,2.6,1.3,6.4,2.4,10.9,4.2,6.9,-7.4,-5.7,-3.4,7.8,8.2
92,2023,1,1,Alabama,76.33%,23.67%,7,Northwestern,2,8,8.4,-4.1,0.1084,5.5,-6.9,4.2,-5.7,5.5,0.3,7,1.2,8.1,-5.4,1.7,-5.8,7.7,9.1
93,2023,1,1,Alabama,32.82%,67.18%,7,Missouri,1,5,-1.5,-15.2,0.1495,-2.4,-10.8,3,-8.3,7,-9.7,7.2,-2.4,-1.3,-10.5,-2.3,-7.3,3.4,6.6
94,2023,1,1,Alabama,43.19%,56.81%,8,Memphis,0,3,1.4,-5.9,0.0548,-0.5,-5.3,0.6,-4.9,2.8,-4.7,0.8,-2.1,1.5,-6,-1.8,-2.7,1.2,5.5
95,2023,1,1,Alabama,75.83%,24.17%,8,Arkansas,1,9,4.6,-3.9,0.0616,0.7,-5,0.7,-4.4,3.3,-0.6,-2.1,-6.1,0.8,-5.7,2.1,-2.5,3.1,9.7
96,2023,1,1,Alabama,66.42%,33.58%,8,Maryland,1,8,3.8,-7.1,0.0938,1.6,-6.4,2.8,-2.4,3.6,0.4,2.9,5,2.6,-6.5,0.8,-4,8,9.8
97,2023,1,1,Alabama,75.90%,24.10%,8,Iowa,2,10,-3.6,-15.3,0.12,0.8,-11.8,4.9,-2.5,1.6,0,4.1,9.4,2.5,-11.4,-0.5,-8.5,3.1,10.4
98,2023,1,1,Alabama,72.67%,27.33%,9,West Virginia,1,10,-0.4,-8.2,0.0628,1,-9.2,0.5,-4.9,0.1,-1.7,-3,-5.7,3.3,-9.3,-1,-6,4,8.8
99,2023,1,1,Alabama,77.90%,22.10%,9,Auburn,2,9,3.9,-5.4,0.0728,3.1,-4.1,0.9,-3.3,0.5,-4.4,1.2,-6.3,3.6,-5.7,2.4,-0.7,5,9.1
100,2023,1,1,Alabama,34.50%,65.50%,9,Florida Atlantic,0,-2,4.2,-7,0.0983,-2.3,-4.4,2.3,-2.3,3.4,3.1,7.2,6.1,0.3,-3.6,-3.4,-3.9,4.5,6.3
101,2023,1,1,Alabama,79.56%,20.44%,9,Illinois,2,9,6.9,-6.8,0.1323,1.1,-5.4,0.8,-2.6,1.5,0.8,2.9,3.2,-0.7,-4.1,2.9,-5.5,3,9.9
102,2023,1,1,Alabama,60.20%,39.80%,10,Utah State,0,3,-0.2,-9.1,0.0758,-2.9,-6.3,1.6,0.2,6.4,2.8,1.2,2.6,0.5,-4.7,-4.7,-6.2,3.9,6.7
103,2023,1,1,Alabama,70.85%,29.15%,10,Boise State,1,5,6.6,-4.9,0.0972,0.8,-5.8,2.3,-1.7,7.4,3.8,6,5.4,3.9,-6.6,-2.2,-2.9,6.2,7.7
104,2023,1,1,Alabama,74.15%,25.85%,10,USC,2,7,4.4,-8.6,0.1254,1.4,-3.7,0.9,-2.1,4.8,-5.4,2.9,3,3.5,-1.2,-0.7,-5.3,4.5,8.5
105,2023,1,1,Alabama,50.91%,49.09%,10,Penn State,-1,7,0.1,-12.5,0.1268,-2.8,-7.7,5.3,2.9,15,2.5,15.3,6.9,1.1,-7.6,-4.7,-5.2,8.1,9.2
106,2023,1,1,Alabama,59.17%,40.83%,11,North Carolina State,1,6,2.9,-10.7,0.1379,0.9,-8.3,5.4,-3.1,3.1,1,11.4,-1.2,3.1,-9.4,-1.1,-4.1,3.3,9.7
107,2023,1,1,Alabama,60.86%,39.14%,11,Mississippi State,1,8,12.9,-2.6,0.1515,5.8,-4.7,-0.3,-6,-1.4,-1.4,2.1,5.2,4.1,-5,7.2,-2.7,9,9.8
108,2023,1,1,Alabama,77.71%,22.29%,11,Providence,2,8,1.3,-12.9,0.1524,1.2,-8.5,2.1,-0.9,-1.4,0.9,-0.1,7.3,3.7,-8.4,-1.3,-5.8,5.7,9.6
109,2023,1,1,Alabama,86.93%,13.07%,11,Nevada,2,7,6.8,-8.1,0.1536,2.2,-7.5,3.8,-2.7,10.9,2.5,-2.8,1.4,4.3,-8.1,0,-4.4,6.7,9.2
110,2023,1,1,Alabama,55.84%,44.16%,11,Arizona State,0,7,10.5,-5.7,0.1717,5.2,-4.9,2.1,-4.6,4.2,-4.2,5.9,-0.6,6.7,-2.6,2.4,-5.5,4.3,9.3
111,2023,1,1,Alabama,66.19%,33.81%,11,Pittsburgh,1,7,3.1,-14.6,0.2156,-0.5,-7.7,2.6,-0.7,3.4,-0.6,4.3,2.2,1.9,-7.4,-2.2,-5.3,5.4,11.1
112,2023,1,1,Alabama,54.31%,45.69%,12,Drake,0,2,6.3,-7.3,0.1323,-0.4,-5.8,3.5,-1.7,9.5,5.2,7.9,6.1,2.7,-6.3,-2.9,-3.1,6.3,10.8
113,2023,1,1,Alabama,42.87%,57.13%,12,VCU,0,2,10.9,-4.6,0.1546,0.5,-5.5,-0.5,-8.1,4.8,-2.2,-5.1,2.3,2.3,-5,-0.9,-4.2,4.6,9.5
114,2023,1,1,Alabama,30.96%,69.04%,12,Oral Roberts,0,-1,3.5,-12.1,0.1733,-3.4,-7,5.8,-1.6,9.3,0.2,12.1,10.8,-2,-5.4,-3.2,-6.1,2.2,8.6
115,2023,1,1,Alabama,36.55%,63.45%,12,College of Charleston,0,-2,6.7,-9.4,0.1765,1.2,-6.4,2.3,-3.3,-1.3,2.1,4,8.1,1.7,-7.9,0.5,-2.2,1.5,8.8
116,2023,1,1,Alabama,31.89%,68.11%,13,Iona,0,2,7,-9.1,0.1752,0.9,-4.4,3.7,-4.9,1.8,-2.9,7.7,1.6,3.8,-5.8,-2.2,-1.1,4,12.1
117,2023,1,1,Alabama,34.77%,65.23%,13,Kent State,0,1,9.3,-7.8,0.1916,1.4,-5.7,2.7,-6.6,2.9,-2.6,4.7,-6,2.4,-6.6,0.6,-2.8,4.6,9.5
118,2023,1,1,Alabama,63.42%,36.58%,13,Louisiana Lafayette,1,3,4.6,-13.4,0.2206,-0.3,-9.1,1.5,-2.1,0,1.2,-1,-1,2.4,-8,-2.8,-7.8,4.2,10.9
119,2023,1,1,Alabama,40.26%,59.74%,13,Furman,0,2,3.2,-15.6,0.2393,-2.9,-9.1,3.2,-2.4,4.2,0.5,2,1,-4.5,-10,-0.6,-5,4.2,12.5
120,2023,1,1,Alabama,69.13%,30.87%,14,Montana State,0,4,11.4,-9,0.2644,1.8,-7.9,1.4,-4.1,8.1,2.1,-7.7,-2.7,2.2,-6.8,1.8,-6.7,6.3,13.2
121,2023,1,1,Alabama,59.68%,40.32%,14,Kennesaw State,0,3,10.6,-12,0.3224,-0.2,-9.7,1.1,-3.6,6.3,1.8,0.2,-3.4,3.3,-9.3,-3.3,-6.7,4.1,11.8
122,2023,1,1,Alabama,48.16%,51.84%,14,Grand Canyon,-1,5,5,-17.5,0.3257,-0.2,-5.7,0.6,1,3.3,-2.7,-1.1,-0.4,4.1,-5.6,-3.8,-3.9,7.7,14.1
123,2023,1,1,Alabama,46.28%,53.72%,14,UC Santa Barbara,0,2,6,-16.7,0.3308,-1.5,-8.3,2.2,-2.7,7.2,1.5,1.8,3.6,-0.2,-7.7,-1.3,-6.4,8,11.7
124,2023,1,1,Alabama,71.23%,28.77%,15,Vermont,1,6,6.6,-13.4,0.2627,-2.2,-9.2,4.8,-0.8,14.5,5.1,8.3,5.9,-0.9,-8.8,-2.4,-6.5,8,14.3
